0,0,0,0,8364.103882,0,0,2254.307375
0,0,0,0,1219.889222,0,0,1982.384514
0,0,0,0,0,0,0,2740.376187
0,0,0,0,0,0,0,7944.192875
0,0,0,0,0.056111111,0,0,4039.711729
0,0,0,0,5.409111111,0,0,0
0,0,0,0,11.23975694,0,0,0
0,0,0,153.0220139,0,0,0,0
0,0,762.52475,76.06913194,0,0,0,0
0,0,215.4428194,0,3455.100583,0,0,0
0,0,0,0,0,0,6751.521049,0
13.20504861,0,0,0,0,0,0,0
18.31115972,0,0,0,0,0,0,0
0,0,0,0,0,0,1634.844917,0
10.21432639,0,0,0,0,0,7499.104813,0
0,0,0,0,0,0,0,42.4389375
0,1275.884604,0,0,0,17.21909722,0,0
0,0,0,0,3789.9745,0,0,0
0,0,0,0,3081.106701,0,0,0